"","city","QACEDELTA1","EMRD","GYRA","FOSA","PARE","NFSA","ARNT","ACRD","LPTD","TOLC","OMPR","PARC","SOXR","KPNE","GYRB","FLOR","EMRE","ACRB","KDEA","GALE","UHPT","EPTB","SUGE","ACRA","RPSL","EMRR","PATA","OMPK36","BACA","EMRA","RAMA","EMRB","QACL","FABI","BAER","ERMB","SILB","SILC","RPOS","KPNF","GLPT","QACE","PHOQ","AMPH","OMPA","CRP","SILA","PMRF"
"gCSD16_NYC_13","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13622754491018,0,0,0,0,0,0,0,0,0,0.29940119760479,0.0643712574850299,0,0,0,0,0,0,0,0.0494011976047904,0,0,1.5748502994012,0.95059880239521,0.63622754491018,0,0.747005988023952,0,0,0,0.860778443113772,0.727544910179641,4.41017964071856,0
"gCSD16_NYC_14","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21042471042471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141570141570142,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_15","NYC",0,0,0,0,0,0,0,0,0,0,0,6.51344086021505,0,0,2.81720430107527,0,0,0.505376344086022,0,0,0,0,0,0,0.18010752688172,0.161290322580645,0,0,0.258064516129032,0,0.118279569892473,0.352150537634409,0,0,0,0,1.34677419354839,0.416666666666667,0.599462365591398,0,0.448924731182796,0,0,0.577956989247312,0.64247311827957,0.661290322580645,3.43817204301075,0
"gCSD16_NYC_16","NYC",0,0,0,0.0169671261930011,0,0,0,0,0,0,0.211558854718982,0,0,0,0.184517497348887,0,0.0896076352067869,0,0,0,0,0,0,0,0.200954400848356,0.0217391304347826,0.0678685047720042,0,0,0,0,0,0,0.0402969247083775,0,0,0.0514316012725345,0,0.035524920466596,0,0.076882290562036,0.00424178154825027,0,0.0779427359490986,0,0.0227995758218452,0.14050901378579,0
"gCSD16_NYC_17","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415584415584416,0,0,0,0,0.179220779220779,0,0.0461038961038961,0,0,0,0,0,0,0.0383116883116883,0,0,0.0331168831168831,0,0,0,0,0,0,0,0.0902597402597403,0.0220779220779221,0.10974025974026,0
"gCSD16_NYC_18","NYC",0,0,0,0.0311059907834101,0,0,0,0,0,0,0,0.585253456221198,0.15668202764977,0,1.3905529953917,0,0.16705069124424,0.0564516129032258,0,0,0,0,0,0,0.170506912442396,0.0368663594470046,0.112903225806452,0,0.104838709677419,0,0,0.0472350230414747,0,0.178571428571429,0,0,0.141705069124424,0.0483870967741935,0.0529953917050691,0,0.0933179723502304,0,0.52073732718894,0,0.116359447004608,0.18778801843318,0.256912442396313,0
"gCSD16_NYC_19","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355889724310777,0,0.152882205513784,0,0,0,0,0,0,0.0914786967418546,0,0,0,0,0,0,0,0,0,0,0,0.0275689223057644,0,0
"gCSD16_NYC_2","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124168514412417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_20","NYC",0,0,0,0,0,0,0,0,0,0,0,0.300233644859813,0,0,0.821261682242991,0,0,0,0.163551401869159,0,0,0,0,0,0.23714953271028,0,0,0,0,0,0,0,0,0.0397196261682243,0,0,0,0,0.0619158878504673,0,0,0,0,0,0.134345794392523,0.183411214953271,0.197429906542056,0
"gCSD16_NYC_21","NYC",0,0,0,0,0,0,0,0,0,0,0,0.610867659947415,0,0,0.975460122699387,0,0,0.0762489044697634,0.151621384750219,0,0,0,0,0,0.146362839614373,0.0595968448729185,0,0,0.0648553900087642,0,0,0.056091148115688,0,0.19193689745837,0,0,0.17703768624014,0.0482033304119194,0.112182296231376,0,0.138475021910605,0,0,0.0867659947414549,0.192813321647677,0.264680105170903,0.325153374233129,0
"gCSD16_NYC_22","NYC",0,0,0,0,0.0505130228887135,0,0,0,0.116022099447514,0,0,0,0,0,0.211523283346488,0,0,0.0465666929755328,0.133385951065509,0,0,0,0,0,0.205209155485399,0,0.101815311760063,0,0,0,0.0197316495659037,0,0,0.0347277032359905,0,0.0678768745067088,0.0844514601420679,0,0.0323599052880821,0,0,0,0,0.0678768745067088,0.134175217048145,0.042620363062352,0.203630623520126,0
"gCSD16_NYC_23","NYC",0,0,0,0.0158415841584158,0,0,0,0,0,0,0,0.569306930693069,0,0,0.996039603960396,0,0,0,0,0,0,0,0,0,0.191089108910891,0.0524752475247525,0.176237623762376,0,0,0,0,0,0,0.0425742574257426,0,0,0.208910891089109,0.0544554455445545,0.0940594059405941,0,0,0,0,0,0,0.27029702970297,0.530693069306931,0
"gCSD16_NYC_24","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72058823529412,0,0,0,0,0,0,0,0,0,0.198529411764706,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.450980392156863,0,0.855392156862745,0,0,0,0,0,0.767156862745098,1.08088235294118,1.38725490196078,0
"gCSD16_NYC_25","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142452830188679,0,0,0,0,0,0,0,0,0,0.291509433962264,0,0.080188679245283,0,0,0,0,0,0,0.0415094339622641,0,0,0.108490566037736,0,0.0292452830188679,0,0,0,0,0,0.133018867924528,0.0273584905660377,0.163207547169811,0
"gCSD16_NYC_26","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463806970509383,0,0,0.110813226094727,0,0,0,0,0,0,0.310991957104558,0,0,0.0991957104557641,0.0455764075067024,0,0.0348525469168901,0.0920464700625559,0,0.0500446827524576,0,0,0.206434316353887,0.0875781948168007,0.142091152815013,0,0,0,0,0,0.189454870420018,0.120643431635389,0.551385165326184,0
"gCSD16_NYC_3","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161467889908257,0,0,0,0,0,0,0,0,0.0807339449541284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_NYC_4","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253731343283582,0,0,0,0,0,0,0,0,0,0.143283582089552,0.0278606965174129,0,0,0,0,0,0,0,0.0288557213930348,0,0,0.108457711442786,0,0.0417910447761194,0,0,0,0,0,0,0,0.143283582089552,0
"gCSD16_NYC_5","NYC",0,0,0,0.024263431542461,0.110051993067591,0,0,0,0,0,0.233102253032929,0,0.0502599653379549,0,0,0,0,0,0,0,0,0,0,0.0571923743500867,0.347487001733102,0.0251299826689775,0.166377816291161,0,0,0,0,0,0,0.0823223570190641,0,0,0.11265164644714,0,0.0363951473136915,0,0,0,0,0,0.168110918544194,0.0667244367417678,0.2157712305026,0
"gCSD16_NYC_6","NYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813172043010753,0,0,0,0,0,0,0,0,0.043010752688172,0,0,0.0530913978494624,0,0.010752688172043,0,0,0,0,0,0,0.0282258064516129,0,0
"gCSD16_NYC_7","NYC",0.0125284738041002,0.472665148063781,0.471526195899772,0.0250569476082005,0,0,0,0.854214123006834,1.98861047835991,0,0,0.654897494305239,0,0,3.62186788154898,0.0740318906605923,0,0.677676537585421,1.68451025056948,0,0,0,0,0,0.232346241457859,1.0876993166287,0.121867881548975,1.37357630979499,0.340546697038724,0.470387243735763,0.693621867881549,1.04328018223235,0,0.0990888382687927,0,0,0.564920273348519,0.225512528473804,2.49202733485194,0.150341685649203,2.31321184510251,0,0,1.84510250569476,2.65261958997722,1.6002277904328,1.58883826879271,0.195899772209567
"gCSD16_NYC_8","NYC",0,0,0,0.0115361262902247,0,0.0200364298724954,0,0,0,0,0,0,0,0,0.170613236187007,0,0,0,0,0,0,0,0,0,0.208864602307225,0,0.0686095931997571,0,0,0,0,0,0,0.0315725561627201,0,0,0.0595021250758956,0,0.0236794171220401,0,0.0740740740740741,0,0,0,0.0977534911961142,0.0297510625379478,0.129326047358834,0
"gCSD16_NYC_9","NYC",0,0,0,0.0154539600772698,0,0,0,0,0,0,0.213779781068899,0,0,0,0.215711526078558,0,0,0,0,0,0,0,0,0.0244687701223439,0.264649066323245,0,0.0650354153251771,0,0,0,0,0,0,0.0431423052157115,0,0,0,0,0.0251126851255634,0,0,0,0,0,0,0.0193174500965873,0,0
"gCSD16_SAC_1","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_10","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239583333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_11","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167037861915367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_12","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_13","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389233954451346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041407867494824,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_14","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191489361702128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_15","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169300225733634,0,0,0,0,0,0,0,0,0,0,0,0.0564334085778781,0,0,0,0,0,0,0,0,0,0.198645598194131,0
"gCSD16_SAC_16","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625550660792952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_2","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167164179104478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_3","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485254691689008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_4","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200845665961945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_5","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485523385300668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_6","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298311444652908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_7","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176691729323308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_8","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485365853658537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD16_SAC_9","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298765432098765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320987654320988,0,0,0,0,0,0,0.054320987654321,0,0
"gCSD17_BAL_1","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488054607508532,0,0.10580204778157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_10","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_11","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_12","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464285714285714,0,0.202380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_13","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_14","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_2","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_3","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449720670391061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_4","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_5","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_6","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_7","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762135922330097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_8","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_BAL_9","BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648648648648649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_1","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_10","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_11","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421319796954315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_12","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928725701943845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_14","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528384279475983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_15","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403422982885086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_16","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255474452554745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_17","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3003663003663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_18","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_19","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_2","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163204747774481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_21","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227891156462585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_22","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448717948717949,0,0,0,0,0,0,0,0,0,0,0.237179487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41025641025641,0
"gCSD17_DEN_23","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378995433789954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_3","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_4","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_5","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_6","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_7","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_8","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496103896103896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_DEN_9","DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381679389312977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_MIN_1","MIN",0,0,0,0,0,0,0,0,0,0,0.41747572815534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34368932038835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_MIN_2","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gCSD17_MIN_3","MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474645030425964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
