sample	gene	count
gCSD16_NYC_1	YAJC	0.0
gCSD16_NYC_1	BCRCM	0.0
gCSD16_NYC_1	MERC	0.0
gCSD16_NYC_1	MTRAD	0.0
gCSD16_NYC_1	ACN	0.0
gCSD16_NYC_1	BASRS	0.0
gCSD16_NYC_1	CZRA	0.0
gCSD16_NYC_1	DFRA	0.0
gCSD16_NYC_1	EMRE	0.0
gCSD16_NYC_1	ERMB	0.0
gCSD16_NYC_1	GYRB	0.0
gCSD16_NYC_1	MERE	0.0
gCSD16_NYC_1	MEXE	0.0
gCSD16_NYC_1	MEXF	0.0
gCSD16_NYC_1	MEXK	0.0
gCSD16_NYC_1	MGRA	0.0
gCSD16_NYC_1	OXYRKP	0.0
gCSD16_NYC_1	SMET	0.0
gCSD16_NYC_1	SODA	0.0
gCSD16_NYC_1	TETA	0.0
gCSD16_NYC_1	RPOS	0.0
gCSD16_NYC_1	CTX	0.0
gCSD16_NYC_1	FOSA	0.0
gCSD16_NYC_1	PCOE	0.0
gCSD16_NYC_1	TOLC	0.0
gCSD16_NYC_1	VANRO	0.0
gCSD16_NYC_1	ARSDM	0.0
gCSD16_NYC_1	COPK	0.0
gCSD16_NYC_1	ROX	0.0
gCSD16_NYC_1	CUTA	0.0
gCSD16_NYC_1	ARSC	0.0
gCSD16_NYC_1	LPXC	0.0
gCSD16_NYC_1	MERP	0.0
gCSD16_NYC_1	QACJ	0.0
gCSD16_NYC_1	TOLCSM	0.0
gCSD16_NYC_1	COPA	0.0
gCSD16_NYC_1	CORD	0.0
gCSD16_NYC_1	DNAK	0.0
gCSD16_NYC_1	EBRA	0.0
gCSD16_NYC_1	LNUC	0.0
gCSD16_NYC_1	MARA	0.0
gCSD16_NYC_1	MEXB	0.0
gCSD16_NYC_1	MEXT	0.0
gCSD16_NYC_1	PARR	0.0
gCSD16_NYC_1	PARY	0.0
gCSD16_NYC_1	QACH	0.0
gCSD16_NYC_1	RBPA	0.0
gCSD16_NYC_1	RPOCL	0.0
gCSD16_NYC_1	RSMA	0.0
gCSD16_NYC_1	SILF	0.0
gCSD16_NYC_1	SOXR	0.0
gCSD16_NYC_1	BLAI	0.0
gCSD16_NYC_1	PMRAR	0.0
gCSD16_NYC_1	MERF	0.0
gCSD16_NYC_1	ADEL	0.0
gCSD16_NYC_1	APH3-DPRIME	0.0
gCSD16_NYC_1	ASR	0.0
gCSD16_NYC_1	CADR	0.0
gCSD16_NYC_1	COPZ	0.0
gCSD16_NYC_1	CUER	0.0
gCSD16_NYC_1	ABES	0.0
gCSD16_NYC_1	ADEF	0.0
gCSD16_NYC_1	HNS	0.0
gCSD16_NYC_1	TCRY	0.0
gCSD16_NYC_1	RECG	0.0
gCSD16_NYC_1	COPR	0.0
gCSD16_NYC_1	FABG	0.0
gCSD16_NYC_1	ARSCM	0.0
gCSD16_NYC_1	LPXA	0.0
gCSD16_NYC_1	TETR	0.0
gCSD16_NYC_1	CADX	0.0
gCSD16_NYC_1	KPNE	0.0
gCSD16_NYC_1	SSME	0.0
gCSD16_NYC_1	ABEM	0.0
gCSD16_NYC_1	BLAA	0.0
gCSD16_NYC_1	CORA	0.0
gCSD16_NYC_1	FOLP	0.0
gCSD16_NYC_1	LPSB	0.0
gCSD16_NYC_1	OMPA	0.0
gCSD16_NYC_1	OSCA	0.0
gCSD16_NYC_1	PTSL	0.0
gCSD16_NYC_1	AMPCR	0.0
gCSD16_NYC_1	LSAC	0.0
gCSD16_NYC_1	KPNF	0.0
gCSD16_NYC_1	QACL	0.0
gCSD16_NYC_1	ACRA	0.0
gCSD16_NYC_1	CDSA	0.0
gCSD16_NYC_1	COPD	0.0
gCSD16_NYC_1	SMRA	0.0
gCSD16_NYC_1	FOSY	0.0
gCSD16_NYC_1	HDEA	0.0
gCSD16_NYC_1	FABK	0.0
gCSD16_NYC_1	OPMH	0.0
gCSD16_NYC_1	PARC	0.0
gCSD16_NYC_1	QACG	0.0
gCSD16_NYC_1	AAC3	0.0
gCSD16_NYC_1	MERR1	0.0
gCSD16_NYC_1	UHPT	0.0
gCSD16_NYC_1	EMRRSM	0.0
gCSD16_NYC_1	PDRM	0.0
gCSD16_NYC_1	SILB	0.0
gCSD16_NYC_1	EEFX	0.0
gCSD17_SAN_11	A16S	0.0
gCSD17_SAN_11	MLS23S	0.0
gCSD17_SAN_11	O23S	0.0
gCSD17_SAN_11	RPSA	185.0
gCSD17_SAN_11	RPSL	0.0
gCSD17_SAN_11	RRSA	0.0
gCSD17_SAN_11	TUFAB	449.0
gCSD17_SAN_11	MERR	35.0
gCSD17_SAN_11	VANRS	146.0
gCSD17_SAN_11	RPOCR	0.0
gCSD17_SAN_11	MERT	0.0
gCSD17_SAN_11	CAP16S	0.0
gCSD17_SAN_11	CPXAR	0.0
gCSD17_SAN_11	CRP	0.0
gCSD17_SAN_11	DFRG	0.0
gCSD17_SAN_11	EMRASM	0.0
gCSD17_SAN_11	EMRBSM	0.0
gCSD17_SAN_11	FABI	0.0
gCSD17_SAN_11	FUSE	0.0
gCSD17_SAN_11	GYRA	0.0
gCSD17_SAN_11	MUXB	0.0
gCSD17_SAN_11	OLEC	0.0
gCSD17_SAN_11	PARE	0.0
gCSD17_SAN_11	PSTB	0.0
gCSD17_SAN_11	RECGM	0.0
gCSD17_SAN_11	RPOB	0.0
gCSD17_SAN_11	RRS	0.0
gCSD17_SAN_11	RRSC	0.0
gCSD17_SAN_11	RRSH	0.0
gCSD17_SAN_11	RUVB	0.0
gCSD17_SAN_11	SME	0.0
gCSD17_SAN_11	TET16S	0.0
gCSD17_SAN_11	RPSJ	0.0
gCSD17_SAN_11	TCRZ	0.0
gCSD17_SAN_11	MPHB	0.0
gCSD17_SAN_11	OXA	0.0
gCSD17_SAN_11	SODB	0.0
gCSD17_SAN_11	TERB	0.0
gCSD17_SAN_11	MERD	0.0
gCSD17_SAN_11	ARSRM	0.0
gCSD17_SAN_11	NCRBN	0.0
gCSD17_SAN_11	PCM	0.0
gCSD17_SAN_11	PHOP	0.0
gCSD17_SAN_11	PSTA	0.0
gCSD17_SAN_11	PSTC	0.0
gCSD17_SAN_11	QACC	0.0
gCSD17_SAN_11	RLMA	0.0
gCSD17_SAN_11	YCHH	0.0
gCSD17_SAN_11	CADC	0.0
gCSD17_SAN_11	COPC	0.0
gCSD17_SAN_11	YAJC	0.0
gCSD17_SAN_11	BCRCM	0.0
gCSD17_SAN_11	MERC	0.0
gCSD17_SAN_11	MTRAD	0.0
gCSD17_SAN_11	ACN	0.0
gCSD17_SAN_11	BASRS	0.0
gCSD17_SAN_11	CZRA	0.0
gCSD17_SAN_11	DFRA	0.0
gCSD17_SAN_11	EMRE	0.0
gCSD17_SAN_11	ERMB	0.0
gCSD17_SAN_11	GYRB	0.0
gCSD17_SAN_11	MERE	0.0
gCSD17_SAN_11	MEXE	0.0
gCSD17_SAN_11	MEXF	0.0
gCSD17_SAN_11	MEXK	0.0
gCSD17_SAN_11	MGRA	0.0
gCSD17_SAN_11	OXYRKP	0.0
gCSD17_SAN_11	SMET	0.0
gCSD17_SAN_11	SODA	0.0
gCSD17_SAN_11	TETA	0.0
gCSD17_SAN_11	RPOS	0.0
gCSD17_SAN_11	CTX	0.0
gCSD17_SAN_11	FOSA	0.0
gCSD17_SAN_11	PCOE	0.0
gCSD17_SAN_11	TOLC	0.0
gCSD17_SAN_11	VANRO	0.0
gCSD17_SAN_11	ARSDM	0.0
gCSD17_SAN_11	COPK	0.0
gCSD17_SAN_11	ROX	0.0
gCSD17_SAN_11	CUTA	0.0
gCSD17_SAN_11	ARSC	0.0
gCSD17_SAN_11	LPXC	0.0
gCSD17_SAN_11	MERP	0.0
gCSD17_SAN_11	QACJ	0.0
gCSD17_SAN_11	TOLCSM	0.0
gCSD17_SAN_11	COPA	0.0
gCSD17_SAN_11	CORD	0.0
gCSD17_SAN_11	DNAK	0.0
gCSD17_SAN_11	EBRA	0.0
gCSD17_SAN_11	LNUC	0.0
gCSD17_SAN_11	MARA	0.0
gCSD17_SAN_11	MEXB	0.0
gCSD17_SAN_11	MEXT	0.0
gCSD17_SAN_11	PARR	0.0
gCSD17_SAN_11	PARY	0.0
gCSD17_SAN_11	QACH	0.0
gCSD17_SAN_11	RBPA	0.0
gCSD17_SAN_11	RPOCL	0.0
gCSD17_SAN_11	RSMA	0.0
gCSD17_SAN_11	SILF	0.0
gCSD17_SAN_11	SOXR	0.0
gCSD17_SAN_11	BLAI	0.0
gCSD17_SAN_11	PMRAR	0.0
gCSD17_SAN_11	MERF	0.0
gCSD17_SAN_11	ADEL	0.0
gCSD17_SAN_11	APH3-DPRIME	0.0
gCSD17_SAN_11	ASR	0.0
gCSD17_SAN_11	CADR	0.0
gCSD17_SAN_11	COPZ	0.0
gCSD17_SAN_11	CUER	0.0
gCSD17_SAN_11	ABES	0.0
gCSD17_SAN_11	ADEF	0.0
gCSD17_SAN_11	HNS	0.0
gCSD17_SAN_11	TCRY	0.0
gCSD17_SAN_11	RECG	0.0
gCSD17_SAN_11	COPR	0.0
gCSD17_SAN_11	FABG	0.0
gCSD17_SAN_11	ARSCM	0.0
gCSD17_SAN_11	LPXA	0.0
gCSD17_SAN_11	TETR	0.0
gCSD17_SAN_11	CADX	0.0
gCSD17_SAN_11	KPNE	0.0
gCSD17_SAN_11	SSME	0.0
gCSD17_SAN_11	ABEM	0.0
gCSD17_SAN_11	BLAA	0.0
gCSD17_SAN_11	CORA	0.0
gCSD17_SAN_11	FOLP	0.0
gCSD17_SAN_11	LPSB	0.0
gCSD17_SAN_11	OMPA	0.0
gCSD17_SAN_11	OSCA	0.0
gCSD17_SAN_11	PTSL	0.0
gCSD17_SAN_11	AMPCR	0.0
gCSD17_SAN_11	LSAC	0.0
gCSD17_SAN_11	KPNF	0.0
gCSD17_SAN_11	QACL	0.0
gCSD17_SAN_11	ACRA	0.0
gCSD17_SAN_11	CDSA	0.0
gCSD17_SAN_11	COPD	0.0
gCSD17_SAN_11	SMRA	0.0
gCSD17_SAN_11	FOSY	0.0
gCSD17_SAN_11	HDEA	0.0
gCSD17_SAN_11	FABK	0.0
gCSD17_SAN_11	OPMH	0.0
gCSD17_SAN_11	PARC	0.0
gCSD17_SAN_11	QACG	0.0
gCSD17_SAN_11	AAC3	0.0
gCSD17_SAN_11	MERR1	0.0
gCSD17_SAN_11	UHPT	0.0
gCSD17_SAN_11	EMRRSM	0.0
gCSD17_SAN_11	PDRM	0.0
gCSD17_SAN_11	SILB	0.0
gCSD17_SAN_11	EEFX	0.0
gCSD17_SAN_2	A16S	0.0
gCSD17_SAN_2	MLS23S	0.0
gCSD17_SAN_2	O23S	0.0
gCSD17_SAN_2	RPSA	207.0
gCSD17_SAN_2	RPSL	83.0
gCSD17_SAN_2	RRSA	0.0
gCSD17_SAN_2	TUFAB	581.0
gCSD17_SAN_2	MERR	0.0
gCSD17_SAN_2	VANRS	212.0
gCSD17_SAN_2	RPOCR	721.0
gCSD17_SAN_2	MERT	0.0
gCSD17_SAN_2	CAP16S	0.0
gCSD17_SAN_2	CPXAR	0.0
gCSD17_SAN_2	CRP	0.0
gCSD17_SAN_2	DFRG	0.0
gCSD17_SAN_2	EMRASM	0.0
gCSD17_SAN_2	EMRBSM	0.0
gCSD17_SAN_2	FABI	0.0
gCSD17_SAN_2	FUSE	0.0
gCSD17_SAN_2	GYRA	0.0
gCSD17_SAN_2	MUXB	0.0
gCSD17_SAN_2	OLEC	0.0
gCSD17_SAN_2	PARE	0.0
gCSD17_SAN_2	PSTB	0.0
gCSD17_SAN_2	RECGM	0.0
gCSD17_SAN_2	RPOB	0.0
gCSD17_SAN_2	RRS	0.0
gCSD17_SAN_2	RRSC	0.0
gCSD17_SAN_2	RRSH	0.0
gCSD17_SAN_2	RUVB	0.0
gCSD17_SAN_2	SME	0.0
gCSD17_SAN_2	TET16S	0.0
gCSD17_SAN_2	RPSJ	0.0
gCSD17_SAN_2	TCRZ	0.0
gCSD17_SAN_2	MPHB	0.0
gCSD17_SAN_2	OXA	0.0
gCSD17_SAN_2	SODB	0.0
gCSD17_SAN_2	TERB	0.0
gCSD17_SAN_2	MERD	0.0
gCSD17_SAN_2	ARSRM	0.0
gCSD17_SAN_2	NCRBN	0.0
gCSD17_SAN_2	PCM	0.0
gCSD17_SAN_2	PHOP	0.0
gCSD17_SAN_2	PSTA	0.0
gCSD17_SAN_2	PSTC	0.0
gCSD17_SAN_2	QACC	0.0
gCSD17_SAN_2	RLMA	0.0
gCSD17_SAN_2	YCHH	0.0
gCSD17_SAN_2	CADC	0.0
gCSD17_SAN_2	COPC	0.0
gCSD17_SAN_2	YAJC	0.0
gCSD17_SAN_2	BCRCM	0.0
gCSD17_SAN_2	MERC	0.0
gCSD17_SAN_2	MTRAD	0.0
gCSD17_SAN_2	ACN	0.0
gCSD17_SAN_2	BASRS	0.0
gCSD17_SAN_2	CZRA	0.0
gCSD17_SAN_2	DFRA	0.0
gCSD17_SAN_2	EMRE	0.0
gCSD17_SAN_2	ERMB	0.0
gCSD17_SAN_2	GYRB	0.0
gCSD17_SAN_2	MERE	0.0
gCSD17_SAN_2	MEXE	0.0
gCSD17_SAN_2	MEXF	0.0
gCSD17_SAN_2	MEXK	0.0
gCSD17_SAN_2	MGRA	0.0
gCSD17_SAN_2	OXYRKP	0.0
gCSD17_SAN_2	SMET	0.0
gCSD17_SAN_2	SODA	0.0
gCSD17_SAN_2	TETA	0.0
gCSD17_SAN_2	RPOS	0.0
gCSD17_SAN_2	CTX	0.0
gCSD17_SAN_2	FOSA	0.0
gCSD17_SAN_2	PCOE	0.0
gCSD17_SAN_2	TOLC	0.0
gCSD17_SAN_2	VANRO	0.0
gCSD17_SAN_2	ARSDM	0.0
gCSD17_SAN_2	COPK	0.0
gCSD17_SAN_2	ROX	0.0
gCSD17_SAN_2	CUTA	0.0
gCSD17_SAN_2	ARSC	0.0
gCSD17_SAN_2	LPXC	0.0
gCSD17_SAN_2	MERP	0.0
gCSD17_SAN_2	QACJ	0.0
gCSD17_SAN_2	TOLCSM	0.0
gCSD17_SAN_2	COPA	0.0
gCSD17_SAN_2	CORD	0.0
gCSD17_SAN_2	DNAK	0.0
gCSD17_SAN_2	EBRA	0.0
gCSD17_SAN_2	LNUC	0.0
gCSD17_SAN_2	MARA	0.0
gCSD17_SAN_2	MEXB	0.0
gCSD17_SAN_2	MEXT	0.0
gCSD17_SAN_2	PARR	0.0
gCSD17_SAN_2	PARY	0.0
gCSD17_SAN_2	QACH	0.0
gCSD17_SAN_2	RBPA	0.0
gCSD17_SAN_2	RPOCL	0.0
gCSD17_SAN_2	RSMA	0.0
gCSD17_SAN_2	SILF	0.0
gCSD17_SAN_2	SOXR	0.0
gCSD17_SAN_2	BLAI	0.0
gCSD17_SAN_2	PMRAR	0.0
gCSD17_SAN_2	MERF	0.0
gCSD17_SAN_2	ADEL	0.0
gCSD17_SAN_2	APH3-DPRIME	0.0
gCSD17_SAN_2	ASR	0.0
gCSD17_SAN_2	CADR	0.0
gCSD17_SAN_2	COPZ	0.0
gCSD17_SAN_2	CUER	0.0
gCSD17_SAN_2	ABES	0.0
gCSD17_SAN_2	ADEF	0.0
gCSD17_SAN_2	HNS	0.0
gCSD17_SAN_2	TCRY	0.0
gCSD17_SAN_2	RECG	0.0
gCSD17_SAN_2	COPR	0.0
gCSD17_SAN_2	FABG	0.0
gCSD17_SAN_2	ARSCM	0.0
gCSD17_SAN_2	LPXA	0.0
gCSD17_SAN_2	TETR	0.0
gCSD17_SAN_2	CADX	0.0
gCSD17_SAN_2	KPNE	0.0
gCSD17_SAN_2	SSME	0.0
gCSD17_SAN_2	ABEM	0.0
gCSD17_SAN_2	BLAA	0.0
gCSD17_SAN_2	CORA	0.0
gCSD17_SAN_2	FOLP	0.0
gCSD17_SAN_2	LPSB	0.0
gCSD17_SAN_2	OMPA	0.0
gCSD17_SAN_2	OSCA	0.0
gCSD17_SAN_2	PTSL	0.0
gCSD17_SAN_2	AMPCR	0.0
gCSD17_SAN_2	LSAC	0.0
gCSD17_SAN_2	KPNF	0.0
gCSD17_SAN_2	QACL	0.0
gCSD17_SAN_2	ACRA	0.0
gCSD17_SAN_2	CDSA	0.0
gCSD17_SAN_2	COPD	0.0
gCSD17_SAN_2	SMRA	0.0
gCSD17_SAN_2	FOSY	0.0
gCSD17_SAN_2	HDEA	0.0
gCSD17_SAN_2	FABK	0.0
gCSD17_SAN_2	OPMH	0.0
gCSD17_SAN_2	PARC	0.0
gCSD17_SAN_2	QACG	0.0
gCSD17_SAN_2	AAC3	0.0
gCSD17_SAN_2	MERR1	0.0
gCSD17_SAN_2	UHPT	0.0
gCSD17_SAN_2	EMRRSM	0.0
gCSD17_SAN_2	PDRM	0.0
gCSD17_SAN_2	SILB	0.0
gCSD17_SAN_2	EEFX	0.0
gCSD17_DEN_21	A16S	0.0
gCSD17_DEN_21	MLS23S	0.0
gCSD17_DEN_21	O23S	0.0
gCSD17_DEN_21	RPSA	0.0
gCSD17_DEN_21	RPSL	31.0
gCSD17_DEN_21	RRSA	0.0
gCSD17_DEN_21	TUFAB	58.0
gCSD17_DEN_21	MERR	0.0
gCSD17_DEN_21	VANRS	0.0
gCSD17_DEN_21	RPOCR	0.0
gCSD17_DEN_21	MERT	0.0
gCSD17_DEN_21	CAP16S	0.0
gCSD17_DEN_21	CPXAR	0.0
gCSD17_DEN_21	CRP	0.0
gCSD17_DEN_21	DFRG	0.0
gCSD17_DEN_21	EMRASM	0.0
gCSD17_DEN_21	EMRBSM	0.0
gCSD17_DEN_21	FABI	0.0
gCSD17_DEN_21	FUSE	0.0
gCSD17_DEN_21	GYRA	0.0
gCSD17_DEN_21	MUXB	0.0
gCSD17_DEN_21	OLEC	0.0
gCSD17_DEN_21	PARE	0.0
gCSD17_DEN_21	PSTB	0.0
gCSD17_DEN_21	RECGM	0.0
gCSD17_DEN_21	RPOB	0.0
gCSD17_DEN_21	RRS	0.0
gCSD17_DEN_21	RRSC	0.0
gCSD17_DEN_21	RRSH	0.0
gCSD17_DEN_21	RUVB	0.0
gCSD17_DEN_21	SME	0.0
gCSD17_DEN_21	TET16S	0.0
gCSD17_DEN_21	RPSJ	0.0
gCSD17_DEN_21	TCRZ	0.0
gCSD17_DEN_21	MPHB	0.0
gCSD17_DEN_21	OXA	0.0
gCSD17_DEN_21	SODB	0.0
gCSD17_DEN_21	TERB	0.0
gCSD17_DEN_21	MERD	0.0
gCSD17_DEN_21	ARSRM	0.0
gCSD17_DEN_21	NCRBN	0.0
gCSD17_DEN_21	PCM	0.0
gCSD17_DEN_21	PHOP	0.0
gCSD17_DEN_21	PSTA	0.0
gCSD17_DEN_21	PSTC	0.0
gCSD17_DEN_21	QACC	0.0
gCSD17_DEN_21	RLMA	0.0
gCSD17_DEN_21	YCHH	0.0
gCSD17_DEN_21	CADC	0.0
gCSD17_DEN_21	COPC	0.0
gCSD17_DEN_21	YAJC	0.0
gCSD17_DEN_21	BCRCM	0.0
gCSD17_DEN_21	MERC	0.0
gCSD17_DEN_21	MTRAD	0.0
gCSD17_DEN_21	ACN	0.0
gCSD17_DEN_21	BASRS	0.0
gCSD17_DEN_21	CZRA	0.0
gCSD17_DEN_21	DFRA	0.0
gCSD17_DEN_21	EMRE	0.0
gCSD17_DEN_21	ERMB	0.0
gCSD17_DEN_21	GYRB	0.0
gCSD17_DEN_21	MERE	0.0
gCSD17_DEN_21	MEXE	0.0
gCSD17_DEN_21	MEXF	0.0
gCSD17_DEN_21	MEXK	0.0
gCSD17_DEN_21	MGRA	0.0
gCSD17_DEN_21	OXYRKP	0.0
gCSD17_DEN_21	SMET	0.0
gCSD17_DEN_21	SODA	0.0
gCSD17_DEN_21	TETA	0.0
gCSD17_DEN_21	RPOS	0.0
gCSD17_DEN_21	CTX	0.0
gCSD17_DEN_21	FOSA	0.0
gCSD17_DEN_21	PCOE	0.0
gCSD17_DEN_21	TOLC	0.0
gCSD17_DEN_21	VANRO	0.0
gCSD17_DEN_21	ARSDM	0.0
gCSD17_DEN_21	COPK	0.0
gCSD17_DEN_21	ROX	0.0
gCSD17_DEN_21	CUTA	0.0
gCSD17_DEN_21	ARSC	0.0
gCSD17_DEN_21	LPXC	0.0
gCSD17_DEN_21	MERP	0.0
gCSD17_DEN_21	QACJ	0.0
gCSD17_DEN_21	TOLCSM	0.0
gCSD17_DEN_21	COPA	0.0
gCSD17_DEN_21	CORD	0.0
gCSD17_DEN_21	DNAK	0.0
gCSD17_DEN_21	EBRA	0.0
gCSD17_DEN_21	LNUC	0.0
gCSD17_DEN_21	MARA	0.0
gCSD17_DEN_21	MEXB	0.0
gCSD17_DEN_21	MEXT	0.0
gCSD17_DEN_21	PARR	0.0
gCSD17_DEN_21	PARY	0.0
gCSD17_DEN_21	QACH	0.0
gCSD17_DEN_21	RBPA	0.0
gCSD17_DEN_21	RPOCL	0.0
gCSD17_DEN_21	RSMA	0.0
gCSD17_DEN_21	SILF	0.0
gCSD17_DEN_21	SOXR	0.0
gCSD17_DEN_21	BLAI	0.0
gCSD17_DEN_21	PMRAR	0.0
gCSD17_DEN_21	MERF	0.0
gCSD17_DEN_21	ADEL	0.0
gCSD17_DEN_21	APH3-DPRIME	0.0
gCSD17_DEN_21	ASR	0.0
gCSD17_DEN_21	CADR	0.0
gCSD17_DEN_21	COPZ	0.0
gCSD17_DEN_21	CUER	0.0
gCSD17_DEN_21	ABES	0.0
gCSD17_DEN_21	ADEF	0.0
gCSD17_DEN_21	HNS	0.0
gCSD17_DEN_21	TCRY	0.0
gCSD17_DEN_21	RECG	0.0
gCSD17_DEN_21	COPR	0.0
gCSD17_DEN_21	FABG	0.0
gCSD17_DEN_21	ARSCM	0.0
gCSD17_DEN_21	LPXA	0.0
gCSD17_DEN_21	TETR	0.0
gCSD17_DEN_21	CADX	0.0
gCSD17_DEN_21	KPNE	0.0
gCSD17_DEN_21	SSME	0.0
gCSD17_DEN_21	ABEM	0.0
gCSD17_DEN_21	BLAA	0.0
gCSD17_DEN_21	CORA	0.0
gCSD17_DEN_21	FOLP	0.0
gCSD17_DEN_21	LPSB	0.0
gCSD17_DEN_21	OMPA	0.0
gCSD17_DEN_21	OSCA	0.0
gCSD17_DEN_21	PTSL	0.0
gCSD17_DEN_21	AMPCR	0.0
gCSD17_DEN_21	LSAC	0.0
gCSD17_DEN_21	KPNF	0.0
gCSD17_DEN_21	QACL	0.0
gCSD17_DEN_21	ACRA	0.0
gCSD17_DEN_21	CDSA	0.0
gCSD17_DEN_21	COPD	0.0
gCSD17_DEN_21	SMRA	0.0
gCSD17_DEN_21	FOSY	0.0
gCSD17_DEN_21	HDEA	0.0
gCSD17_DEN_21	FABK	0.0
gCSD17_DEN_21	OPMH	0.0
gCSD17_DEN_21	PARC	0.0
gCSD17_DEN_21	QACG	0.0
gCSD17_DEN_21	AAC3	0.0
gCSD17_DEN_21	MERR1	0.0
gCSD17_DEN_21	UHPT	0.0
gCSD17_DEN_21	EMRRSM	0.0
gCSD17_DEN_21	PDRM	0.0
gCSD17_DEN_21	SILB	0.0
gCSD17_DEN_21	EEFX	0.0
gCSD17_BAL_10	A16S	0.0
gCSD17_BAL_10	MLS23S	0.0
gCSD17_BAL_10	O23S	0.0
gCSD17_BAL_10	RPSA	0.0
gCSD17_BAL_10	RPSL	0.0
gCSD17_BAL_10	RRSA	0.0
gCSD17_BAL_10	TUFAB	113.0
gCSD17_BAL_10	MERR	0.0
gCSD17_BAL_10	VANRS	0.0
gCSD17_BAL_10	RPOCR	0.0
gCSD17_BAL_10	MERT	6.0
gCSD17_BAL_10	CAP16S	0.0
gCSD17_BAL_10	CPXAR	0.0
gCSD17_BAL_10	CRP	0.0
gCSD17_BAL_10	DFRG	0.0
gCSD17_BAL_10	EMRASM	0.0
gCSD17_BAL_10	EMRBSM	0.0
gCSD17_BAL_10	FABI	0.0
gCSD17_BAL_10	FUSE	0.0
gCSD17_BAL_10	GYRA	0.0
gCSD17_BAL_10	MUXB	0.0
gCSD17_BAL_10	OLEC	0.0
gCSD17_BAL_10	PARE	0.0
gCSD17_BAL_10	PSTB	0.0
gCSD17_BAL_10	RECGM	0.0
gCSD17_BAL_10	RPOB	0.0
gCSD17_BAL_10	RRS	0.0
gCSD17_BAL_10	RRSC	0.0
gCSD17_BAL_10	RRSH	0.0
gCSD17_BAL_10	RUVB	0.0
gCSD17_BAL_10	SME	0.0
gCSD17_BAL_10	TET16S	0.0
gCSD17_BAL_10	RPSJ	0.0
gCSD17_BAL_10	TCRZ	0.0
gCSD17_BAL_10	MPHB	0.0
gCSD17_BAL_10	OXA	0.0
gCSD17_BAL_10	SODB	0.0
gCSD17_BAL_10	TERB	0.0
gCSD17_BAL_10	MERD	0.0
gCSD17_BAL_10	ARSRM	0.0
gCSD17_BAL_10	NCRBN	0.0
gCSD17_BAL_10	PCM	0.0
gCSD17_BAL_10	PHOP	0.0
gCSD17_BAL_10	PSTA	0.0
gCSD17_BAL_10	PSTC	0.0
gCSD17_BAL_10	QACC	0.0
gCSD17_BAL_10	RLMA	0.0
gCSD17_BAL_10	YCHH	0.0
gCSD17_BAL_10	CADC	0.0
gCSD17_BAL_10	COPC	0.0
gCSD17_BAL_10	YAJC	0.0
gCSD17_BAL_10	BCRCM	0.0
gCSD17_BAL_10	MERC	0.0
gCSD17_BAL_10	MTRAD	0.0
gCSD17_BAL_10	ACN	0.0
gCSD17_BAL_10	BASRS	0.0
gCSD17_BAL_10	CZRA	0.0
gCSD17_BAL_10	DFRA	0.0
gCSD17_BAL_10	EMRE	0.0
gCSD17_BAL_10	ERMB	0.0
gCSD17_BAL_10	GYRB	0.0
gCSD17_BAL_10	MERE	0.0
