"","city","A16S","AAC3","ABEM","ABES","ACN","ACRA","ADEF","ADEL","AMPCR","APH3-DPRIME","ARSC","ARSCM","ARSDM","ARSRM","ASR","BASRS","BCRCM","BLAA","BLAI","CADC","CADR","CADX","CAP16S","CDSA","COPA","COPC","COPD","COPK","COPR","COPZ","CORA","CORD","CPXAR","CRP","CTX","CUER","CUTA","CZRA","DFRA","DFRG","DNAK","EBRA","EEFX","EMRASM","EMRBSM","EMRE","EMRRSM","ERMB","FABG","FABI","FABK","FOLP","FOSA","FOSY","FUSE","GYRA","GYRB","HDEA","HNS","KPNE","KPNF","LNUC","LPSB","LPXA","LPXC","LSAC","MARA","MERC","MERD","MERE","MERF","MERP","MERR","MERR1","MERT","MEXB","MEXE","MEXF","MEXK","MEXT","MGRA","MLS23S","MPHB","MTRAD","MUXB","NCRBN","O23S","OLEC","OMPA","OPMH","OSCA","OXA","OXYRKP","PARC","PARE","PARR","PARY","PCM","PCOE","PDRM","PHOP","PMRAR","PSTA","PSTB","PSTC","PTSL","QACC","QACG","QACH","QACJ","QACL","RBPA","RECG","RECGM","RLMA","ROX","RPOB","RPOCL","RPOCR","RPOS","RPSA","RPSJ","RPSL","RRS","RRSA","RRSC","RRSH","RSMA","RUVB","SILB","SILF","SME","SMET","SMRA","SODA","SODB","SOXR","SSME","TCRY","TCRZ","TERB","TET16S","TETA","TETR","TOLC","TOLCSM","TUFAB","UHPT","VANRO","VANRS","YAJC","YCHH"
"gCSD16_NYC_18","NYC",9.90781221845876e-05,0,0,0,0,0,0,1.13836168287585e-06,0,1.82950984747905e-06,8.5377126215689e-07,0,0,0,5.28525067049503e-07,0,0,0,0,0,2.4393464633054e-07,0,1.37009959688987e-05,0,0,0,0,0,0,2.4393464633054e-07,0,0,0,0,0,7.72459713380043e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48000223769382e-06,0,0,0,0,0,0,4.8786929266108e-07,0,0,0,0,0,0,0,0,0,0.00021531298116109,0,0,0,0,1.83764100235673e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17901745726428e-06,3.17115040229702e-06,0,0,0,0,0,0,0,0,0,0,8.13115487768466e-07,0,0,0,0,0,7.88722023135412e-06,0,3.29311772546229e-06,0,5.20393912171818e-06,1.14649283775354e-05,1.4026242164006e-05,0,0,0,0,4.63475828028026e-06,0,0,0,0,0,0,0,0,0,9.35082810933736e-06,0,0,0,0,2.29705125294592e-05,0,0,0,0,0
"gCSD16_NYC_19","NYC",5.64150978130448e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.48162893729989e-07,0,0,0,0,0,0,0,0,5.80139062530906e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09632578745998e-06,0,0,0,0,0,0,5.50903708198639e-05,0,0,0,1.82720964576663e-07,2.05104282737304e-05,0,0,0,0,0,0,0,2.60377374521745e-06,0,0,2.55809350407328e-06,0,0,4.15690194411909e-06,0,1.5988084400458e-06,0,2.51241326292912e-06,0,1.35213513786731e-05,0,0,0,0,0,0,0,1.27904675203664e-06,0,1.51201598187189e-05,0,0,0,1.13743800448973e-05,1.82720964576663e-07,3.83714025610993e-06,1.74498521170713e-05,7.67428051221985e-06,0,0,0,5.2075474904349e-06,0,0,0,0,0,0,3.56305880924493e-06,0,0,0,0,0,1.32929501729522e-05,0,0,0,0,2.90069531265453e-05,0,0,7.26315834192236e-06,0,3.65441929153326e-07
"gCSD16_NYC_2","NYC",8.05070749617476e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29578053986051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30020214176422e-07,0,0,0,0,0,0,5.52048514023412e-06,0,0,0,0,0
"gCSD16_NYC_20","NYC",0.000213700635681466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86800559668493e-07,0,0,1.10944705792603e-05,0,0,4.75477310539726e-07,0,0,0,0,0,0,0,2.11323249128767e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74191915744575e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000196847606563447,0,0,0,0,1.69058599303014e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69058599303014e-05,0,0,4.39024050065014e-05,0,3.76683691572027e-05,0,1.26265641354438e-05,0,6.23403584929863e-06,0,6.97366722124931e-06,9.40388458623014e-06,1.1305793828389e-05,0,6.70951315983835e-06,0,0,0,0,0,0,3.38117198606027e-06,0,0,0,0,0,1.36831803810877e-05,0,0,0,0,4.77590543031014e-05,0,0,0,1.84907842987671e-06,0
"gCSD16_NYC_21","NYC",0.000194212584266809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8838901327904e-05,0,0,0,0,0,0,0,0,0,5.08685417606346e-06,6.66553305829005e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243397201886402,1.05245258815106e-07,0,0,0,1.24540222931209e-05,0,0,0,0,3.4730935408985e-06,0,0,5.29734469369367e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.10388492876317e-06,0,0,0,0,0,2.94686724682297e-06,9.54223679923628e-06,4.42030087023446e-06,1.66287508927868e-05,1.68743231633553e-05,0,0,0,0,0,0,0,0,2.45572270568581e-06,0,0,0,5.96389799952268e-07,1.40327011753475e-07,7.33208636411906e-06,0,0,0,0,3.33276652914503e-05,0,0,0,0,0
"gCSD16_NYC_22","NYC",9.31829465903264e-05,0,0,0,3.4316013450219e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.60617630204283e-07,0,0,6.90926445306424e-06,0,0,8.75173497388137e-07,0,0,0,0,0,0,0,1.38185289061285e-06,0,0,4.60617630204283e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62552049216441e-06,0,0,0,1.7964087577967e-06,4.03040426428747e-05,0,0,7.36988208326852e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33579112759242e-06,5.06679393224711e-07,0,0,0,0,2.19714609607443e-05,0,0,7.14417944446842e-05,0,0,0,0,2.29848197471937e-05,0,0,0,0,0,0,0,1.12851319400049e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77798405258853e-05,0,0,4.28835013720187e-05,0,3.34869017158513e-05,0,1.35421583280059e-05,4.60617630204283e-07,6.0340909556761e-06,1.69507287915176e-05,1.11469466509436e-05,0,0,0,6.95532621608467e-06,0,0,0,0,0,0,3.50069398955255e-06,0,0,0,0,0,1.71810376066197e-05,0,0,0,0,3.55136192887502e-05,3.08613812236869e-06,0,8.1529320546158e-06,0,0
"gCSD16_NYC_23","NYC",0.000114527960538099,0,0,0,0,0,0,0,0,0,0,2.58163900903012e-07,0,0,0,0,0,0,0,0,0,0,1.16496460282484e-05,0,0,0,0,0,0,0,0,0,0,6.13139264644654e-07,0,0,0,0,1.29081950451506e-06,0,0,0,0,4.93738460477011e-06,0,0,0,0,0,0,0,0,0,0,0,1.51348586904391e-05,0,0,1.93622925677259e-07,0,0,0,0,3.42067168696491e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002849484056217,0,0,0,0,1.15851050530227e-05,0,0,0,0,0,2.32347510812711e-06,0,0,0,0,0,0,0,0,0,1.06492609122493e-06,0,0,0,0,0,0,0,0,0,0,9.13254799444405e-06,0,0,9.74568725908871e-06,0,0,0,7.22858922528434e-06,0,2.83980290993313e-06,1.26823016318605e-05,6.84134337392982e-06,1.13592116397325e-05,1.07783428627008e-05,0,0,0,0,0,0,0,5.16327801806024e-07,2.12985218244985e-06,0,0,0,1.29081950451506e-07,0,8.61622019263803e-06,0,5.16327801806024e-07,0,0,2.77526193470738e-05,0,0,0,1.35536047974081e-06,0
"gCSD16_NYC_24","NYC",0.000146381201758965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3859536107555e-07,0,0,4.34209407464794e-05,0,0,5.48244201344437e-07,0,0,1.09648840268887e-07,0,0,0,9.86839562419987e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42543492349554e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000799175572299786,0,0,0,0,1.40350515544176e-05,0,0,0,0,1.18420747490398e-05,0,0,6.03068621478881e-06,0,0,0,1.15131282282332e-06,0,0,0,0,3.23464078793218e-06,0,0,0,0,0,0,0,0,0,0,0,0,8.49778512083878e-05,0,0,0,0,0,1.48025934362998e-06,0,0,4.51753221907816e-05,2.82345763692385e-05,0,0,0,0,0,0,0,0,1.58990818389887e-06,0,0,0,0,0,4.66007571142772e-06,0,0,0,0,5.00546955827471e-05,0,0,0,0,0
"gCSD16_NYC_25","NYC",6.30624963587345e-05,0,0,0,0,0,0,0,0,0,8.44351415681801e-07,0,0,0,0,0,0,0,0,0,0,0,5.69937205585216e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58582621052552e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.27719634801126e-07,0,0,0,0,0,0,0,0,0,0,1.16098319656248e-06,4.09510436605674e-05,0,0,0,0,2.05282937937638e-05,0,0,0,0,0,2.63859817400563e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79424675832383e-06,0,1.42484301396304e-06,0,1.48289217379116e-05,0,3.33518809194311e-05,0,0,0,3.7995813705681e-06,1.79952395467184e-05,1.10293403673435e-05,0,5.75214401933227e-06,0,6.12154776369306e-06,0,0,0,0,0,8.44351415681801e-07,3.58849351664765e-06,0,0,1.47761497744315e-06,0,0,1.50927815553122e-05,0,0,0,0,3.2349213613309e-05,0,3.85235333404822e-06,0,0,0
"gCSD16_NYC_26","NYC",0.000138353028204582,0,0,0,0,0,0,0,0,0,1.07084387155249e-06,0,0,0,0,0,0,0,0,0,0,0,9.31634168250668e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92751896879449e-06,0,0,0,0,0,5.95924614518962e-05,0,0,0,0,0,0,0,0,2.35585651741548e-06,0,0,0,0,0,0,3.21253161465748e-07,1.76689238806161e-06,0,0,0,0,0,0,0,0,0.000147026863564157,0,0,0,0,2.69852655631228e-05,0,0,0,0,0,0,0,1.51524407824678e-05,0,0,0,0,0,8.56675097241993e-06,0,0,0,0,0,0,0,0,1.12438606513012e-06,0,0,0,0,0,0,2.32908542062667e-05,0,4.42793940886955e-05,0,1.40280547173376e-05,0,5.19359277702959e-06,0,1.32784640072509e-05,9.69113703755005e-06,8.08487123022131e-06,0,7.76361806875557e-06,0,0,9.95884800543817e-06,0,0,0,5.03296619629671e-06,0,0,0,0,0,2.15775040117827e-05,0,0,0,8.45966658526469e-06,5.14540480280972e-05,0,5.83609909996108e-06,1.07084387155249e-05,0,0
"gCSD16_NYC_3","NYC",1.34624960768254e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35023399850256e-06,0,0,0,0,8.99193134187963e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4358003027182e-06,0,1.47325428765259e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.33688611144894e-06,0,0,0,2.03207487952082e-07,0,0,0,0,0,0,6.04542276657444e-06,0,0,0,0,0
"gCSD16_NYC_4","NYC",4.82527785170724e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5112183059182e-05,0,0,0,0,1.82546656076635e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2266670201328e-05,0,0,1.68012686643782e-05,0,0,0,1.1278360279894e-05,0,5.34850075128995e-06,0,0,0,0,0,0,0,0,0,0,0,0,3.19747327522769e-06,0,0,0,4.06951144119887e-07,0,8.13902288239775e-06,0,0,0,0,1.69756762975724e-05,0,0,0,0,0
