"","city","A16S","AAC3","ABEM","ABES","ACN","ACRA","ADEF","ADEL","AMPCR","APH3-DPRIME","ARSC","ARSCM","ARSDM","ARSRM","ASR","BASRS","BCRCM","BLAA","BLAI","CADC","CADR","CADX","CAP16S","CDSA","COPA","COPC","COPD","COPK","COPR","COPZ","CORA","CORD","CPXAR","CRP","CTX","CUER","CUTA","CZRA","DFRA","DFRG","DNAK","EBRA","EEFX","EMRASM","EMRBSM","EMRE","EMRRSM","ERMB","FABG","FABI","FABK","FOLP","FOSA","FOSY","FUSE","GYRA","GYRB","HDEA","HNS","KPNE","KPNF","LNUC","LPSB","LPXA","LPXC","LSAC","MARA","MERC","MERD","MERE","MERF","MERP","MERR","MERR1","MERT","MEXB","MEXE","MEXF","MEXK","MEXT","MGRA","MLS23S","MPHB","MTRAD","MUXB","NCRBN","O23S","OLEC","OMPA","OPMH","OSCA","OXA","OXYRKP","PARC","PARE","PARR","PARY","PCM","PCOE","PDRM","PHOP","PMRAR","PSTA","PSTB","PSTC","PTSL","QACC","QACG","QACH","QACJ","QACL","RBPA","RECG","RECGM","RLMA","ROX","RPOB","RPOCL","RPOCR","RPOS","RPSA","RPSJ","RPSL","RRS","RRSA","RRSC","RRSH","RSMA","RUVB","SILB","SILF","SME","SMET","SMRA","SODA","SODB","SOXR","SSME","TCRY","TCRZ","TERB","TET16S","TETA","TETR","TOLC","TOLCSM","TUFAB","UHPT","VANRO","VANRS","YAJC","YCHH"
"gCSD16_NYC_16","NYC",0.240268086669115,0,0,0,0.0887807565185457,0,0,0,0,0,0.00156077855306647,0,0,0,0,0,0,0,0,0,0,0,0.0289203084832905,0,0,0,0,0,0,0,0,0,0,0.00211164157179581,0,0,0,0.0677561513037091,0,0,0.0235034887991186,0,0,0,0,0,0,0,0,0,0,0,0.00220345207491737,0,0,0.140102827763496,0,0,0.0038560411311054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582996694821888,0.0620639001101726,0,0,0.297925082629453,0,0.00918105031215571,0.0896988615497613,0,0.0572897539478516,0.0774880646345942,0,0.029012118986412,0,0,0.00844656628718325,0.0140470069775982,0.0736320235034888,0,0.0565552699228792,0,0,0,0.0155159750275432,0,0,0.0254315093646713,0,0,0,0.0025706940874036,0,0.00275431509364671,0,0,0.00523319867792876,0.0526074182886522,0,0,0.116691149467499,0,0.105398457583548,0,0.0347961806830701,0.0012853470437018,0.00982372383400661,0,0.0235034887991186,0.025706940874036,0.0305728975394785,0,0.0149651120088138,0,0,0,0.0077120822622108,0,0.00587587219977965,0.00918105031215571,0,0,0,0.000826294528094014,0.000918105031215571,0.0832721263312523,0,0,0,0,0.120455380095483,0,0.0102827763496144,0.0202901211898641,0,0
"gCSD16_NYC_17","NYC",0.252286585365854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309959349593496,0,0,0,0,0,0,0,0,0,0.0226117886178862,0.00355691056910569,0,0,0,0,0,0.00317581300813008,0,0,0,0.0260416666666667,0.0252794715447154,0,0,0,0,0.00457317073170732,0,0,0,0,0.00571646341463415,0.15942581300813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300431910569106,0,0,0.09375,0,0.0771087398373984,0.0936229674796748,0,0,0,0,0,0,0.0341717479674797,0,0,0,0,0,0,0,0,0.0241361788617886,0,0,0,0,0,0,0,0,0,0.0489075203252032,0,0,0.0614837398373984,0,0,0,0.0458587398373984,0,0.0151168699186992,0.0567835365853659,0.0303607723577236,0.024390243902439,0.0326473577235772,0,0.023119918699187,0,0,0.0254065040650406,0,0,0,0,0,0,0,0,0,0.0395071138211382,0,0,0,0,0.157647357723577,0,0,0.0298526422764228,0,0
"gCSD16_NYC_18","NYC",0.516861081654295,0,0,0,0,0,0,0.00593849416755037,0,0.0095440084835631,0.00445387062566278,0,0,0,0.00275715800636267,0,0,0,0,0,0.00127253446447508,0,0.071474019088017,0,0,0,0,0,0,0.00127253446447508,0,0,0,0,0,0.00402969247083775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129374337221633,0,0,0,0,0,0,0.00254506892895016,0,0,0,0,0,0,0,0,0,1.12322375397667,0,0,0,0,0.095864262990456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615058324496288,0.016542948038176,0,0,0,0,0,0,0,0,0,0,0.00424178154825027,0,0,0,0,0,0.0411452810180276,0,0.0171792152704136,0,0.0271474019088017,0.0598091198303287,0.0731707317073171,0,0,0,0,0.0241781548250265,0,0,0,0,0,0,0,0,0,0.0487804878048781,0,0,0,0,0.11983032873807,0,0,0,0,0
"gCSD16_NYC_19","NYC",0.219516530394597,0,0,0,0,0,0,0,0,0,0,0,0,0.00213295414148596,0,0,0,0,0,0,0,0,0.0225737646640597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426590828297192,0,0,0,0,0,0,0.214361891219339,0,0,0,0.000710984713828653,0.0798080341272663,0,0,0,0,0,0,0,0.0101315321720583,0,0,0.00995378599360114,0,0,0.0161749022396019,0,0.00622111624600071,0,0.00977603981514398,0,0.0526128688233203,0,0,0,0,0,0,0,0.00497689299680057,0,0.058833985069321,0,0,0,0.0442587984358336,0.000710984713828653,0.0149306789904017,0.0678990401706363,0.0298613579808034,0,0,0,0.0202630643441166,0,0,0,0,0,0,0.0138642019196587,0,0,0,0,0,0.0517241379310345,0,0,0,0,0.112868823320299,0,0,0.0282616423746889,0,0.00142196942765731
"gCSD16_NYC_2","NYC",0.0317316409791478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510728316711998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000906618313689937,0,0,0,0,0,0,0.0217588395285585,0,0,0,0,0
"gCSD16_NYC_20","NYC",0.909601978862154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292331909152237,0,0,0.0472228468630537,0,0,0.00202383629413087,0,0,0,0,0,0,0,0.008994827973915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116707892961547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837868225770182,0,0,0,0,0.07195862379132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07195862379132,0,0,0.186867551158084,0,0.160332808635035,0,0.0537440971441421,0,0.0265347425230492,0,0.0296829323139195,0.0400269844839217,0.0481223296604452,0,0.0285585788171801,0,0,0,0,0,0,0.014391724758264,0,0,0,0,0,0.0582415111310996,0,0,0,0,0.203283112210479,0,0,0,0.00787047447717562,0
"gCSD16_NYC_21","NYC",0.986985202353361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0957389909074701,0,0,0,0,0,0,0,0,0,0.0258513103940096,0.00338741308611161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23694063112854,0.000534854697807096,0,0,0,0.0632911392405063,0,0,0,0,0.0176502050276342,0,0,0.0269210197896238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411838117311464,0,0,0,0,0,0.0149759315385987,0.0484934926011767,0.022463897307898,0.0845070422535211,0.0857550365484044,0,0,0,0,0,0,0,0,0.0124799429488322,0,0,0,0.00303084328757354,0.000713139597076128,0.0372615439472277,0,0,0,0,0.16937065430558,0,0,0,0,0
"gCSD16_NYC_22","NYC",0.266289324733447,0,0,0,0.0980650256680269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131630906936949,0,0,0.0197446360405423,0,0,0.00250098723180203,0,0,0,0,0,0,0,0.00394892720810846,0,0,0.00131630906936949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00750296169540608,0,0,0,0.005133605370541,0.11517704356983,0,0,0.00210609451099118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381729630117152,0.00144793997630644,0,0,0,0,0.0627879426089246,0,0,0.204159536659208,0,0,0,0,0.0656838225615374,0,0,0,0,0,0,0,0.0322495721995525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508095300776622,0,0,0.122548374358299,0,0.0956956693431618,0,0.0386994866394629,0.00131630906936949,0.0172436488087403,0.0484401737527972,0.0318546794787416,0,0,0,0.0198762669474793,0,0,0,0,0,0,0.0100039489272081,0,0,0,0,0,0.0490983282874819,0,0,0,0,0.101487429248388,0.00881927076477557,0,0.0232986705278399,0,0
"gCSD16_NYC_23","NYC",0.623397154400141,0,0,0,0,0,0,0,0,0,0,0.00140523449850694,0,0,0,0,0,0,0,0,0,0,0.0634112067451256,0,0,0,0,0,0,0,0,0,0,0.00333743193395398,0,0,0,0,0.00702617249253469,0,0,0,0,0.0268751097839452,0,0,0,0,0,0,0,0,0,0,0,0.0823818724749693,0,0,0.0010539258738802,0,0,0,0,0.0186193571052169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55102757772703,0,0,0,0,0.0630598981204989,0,0,0,0,0,0.0126471104865624,0,0,0,0,0,0,0,0,0,0.00579659230634112,0,0,0,0,0,0,0,0,0,0,0.0497101703846829,0,0,0.0530476023186369,0,0,0,0.0393465659581943,0,0.0154575794835763,0.0690321447391533,0.0372387142104339,0.0618303179343053,0.0586685403126647,0,0,0,0,0,0,0,0.00281046899701388,0.0115931846126822,0,0,0,0.000702617249253469,0,0.0468997013876691,0,0.00281046899701388,0,0,0.151062708589496,0,0,0,0.00737748111716143,0
"gCSD16_NYC_24","NYC",1.51618398637138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00454287336740488,0,0,0.449744463373083,0,0,0.0056785917092561,0,0,0.00113571834185122,0,0,0,0.010221465076661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147643384440659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27768313458262,0,0,0,0,0.145371947756956,0,0,0,0,0.122657580919932,0,0,0.0624645088018171,0,0,0,0.0119250425894378,0,0,0,0,0.033503691084611,0,0,0,0,0,0,0,0,0,0,0,0,0.880181714934696,0,0,0,0,0,0.0153321976149915,0,0,0.467915956842703,0.292447473026689,0,0,0,0,0,0,0,0,0.0164679159568427,0,0,0,0,0,0.0482680295286769,0,0,0,0,0.518455423055082,0,0,0,0,0
"gCSD16_NYC_25","NYC",0.195517015706806,0,0,0,0,0,0,0,0,0,0.00261780104712042,0,0,0,0,0,0,0,0,0,0,0,0.0176701570680628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00801701570680628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00163612565445026,0,0,0,0,0,0,0,0,0,0,0.00359947643979058,0.12696335078534,0,0,0,0,0.0636452879581152,0,0,0,0,0,0.00818062827225131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00556282722513089,0,0.00441753926701571,0,0.0459751308900524,0,0.103403141361257,0,0,0,0.0117801047120419,0.0557918848167539,0.0341950261780105,0,0.0178337696335079,0,0.018979057591623,0,0,0,0,0,0.00261780104712042,0.0111256544502618,0,0,0.00458115183246073,0,0,0.0467931937172775,0,0,0,0,0.100294502617801,0,0.0119437172774869,0,0,0
"gCSD16_NYC_26","NYC",0.428169014084507,0,0,0,0,0,0,0,0,0,0.00331400165700083,0,0,0,0,0,0,0,0,0,0,0,0.0288318144159072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00596520298260149,0,0,0,0,0,0.184424192212096,0,0,0,0,0,0,0,0,0.00729080364540182,0,0,0,0,0,0,0.000994200497100249,0.00546810273405137,0,0,0,0,0,0,0,0,0.455012427506214,0,0,0,0,0.0835128417564209,0,0,0,0,0,0,0,0.0468931234465617,0,0,0,0,0,0.0265120132560066,0,0,0,0,0,0,0,0,0.00347970173985087,0,0,0,0,0,0,0.072079536039768,0,0.137033968516984,0,0.0434134217067109,0,0.016072908036454,0,0.0410936205468103,0.0299917149958575,0.0250207125103563,0,0.024026512013256,0,0,0.0308202154101077,0,0,0,0.0155758077879039,0,0,0,0,0,0.0667771333885667,0,0,0,0.0261806130903065,0.15923777961889,0,0.0180613090306545,0.0331400165700083,0,0
"gCSD16_NYC_3","NYC",0.076945412311266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362950058072009,0,0,0,0,0.0513937282229965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031068524970964,0,0.00842044134727062,0,0,0,0,0,0,0,0,0,0,0,0,0.0133565621370499,0,0,0,0.00116144018583043,0,0,0,0,0,0,0.0345528455284553,0,0,0,0,0
"gCSD16_NYC_4","NYC",0.136400986031224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184059161873459,0,0,0,0,0.0516023007395234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346754313886606,0,0,0.047493837304848,0,0,0,0.0318816762530813,0,0.0151191454396056,0,0,0,0,0,0,0,0,0,0,0,0,0.00903861955628595,0,0,0,0.00115036976170912,0,0.0230073952341824,0,0,0,0,0.047986852917009,0,0,0,0,0
"gCSD16_NYC_5","NYC",0.245234879183551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228125469007954,0,0.0181599879933964,0,0,0,0,0,0,0.00210115563559958,0.0388713792585922,0.00660363199759868,0,0,0,0,0,0.00480264145279904,0.0375206363499925,0.00060033018159988,0,0,0.0307669218069938,0,0,0,0,0,0,0,0,0,0.00810445745159838,0.0810445745159838,0,0,0,0,0,0.00240132072639952,0,0,0,0,0.00120066036319976,0,0,0.00180099054479964,0,0,0,0,0,0.00345189854419931,0,0,0.0786432537895843,0.00735404472459853,0,0.491970583821102,0,0,0.121867026864776,0,0.105808194506979,0,0,0,0,0,0,0,0.0517784781629896,0.0207113912651959,0.0876482065135825,0,0,0,0,0,0,0,0,0,0,0,0.00330181599879934,0,0,0.00585321927059883,0,0.0586822752513883,0.00705387963379859,0,0.165240882485367,0.0463755065285907,0.143028665766171,0,0.0504277352543899,0,0.0217619690829956,0.0765420981539847,0.0328680774425934,0.0228125469007954,0.0226624643553955,0.00315173345339937,0.0210115563559958,0,0.00060033018159988,0,0,0,0,0.0142578418129971,0.00630346690679874,0,0,0,0,0.0622842563409875,0,0,0,0,0.160738406123368,0,0.014858171994597,0.0337685727149932,0,0
"gCSD16_NYC_6","NYC",0.0826946847960445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197775030902349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506798516687268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158467243510507,0,0,0,0,0.0354758961681088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208899876390606,0,0.0112484548825711,0,0.0165636588380717,0,0,0,0,0,0,0,0,0,0,0.00630407911001236,0,0,0,0,0,0,0,0,0,0,0.0454882571075402,0,0,0,0,0
