"","city","A16S","AAC3","ABEM","ABES","ACN","ACRA","ADEF","ADEL","AMPCR","APH3-DPRIME","ARSC","ARSCM","ARSDM","ARSRM","ASR","BASRS","BCRCM","BLAA","BLAI","CADC","CADR","CADX","CAP16S","CDSA","COPA","COPC","COPD","COPK","COPR","COPZ","CORA","CORD","CPXAR","CRP","CTX","CUER","CUTA","CZRA","DFRA","DFRG","DNAK","EBRA","EEFX","EMRASM","EMRBSM","EMRE","EMRRSM","ERMB","FABG","FABI","FABK","FOLP","FOSA","FOSY","FUSE","GYRA","GYRB","HDEA","HNS","KPNE","KPNF","LNUC","LPSB","LPXA","LPXC","LSAC","MARA","MERC","MERD","MERE","MERF","MERP","MERR","MERR1","MERT","MEXB","MEXE","MEXF","MEXK","MEXT","MGRA","MLS23S","MPHB","MTRAD","MUXB","NCRBN","O23S","OLEC","OMPA","OPMH","OSCA","OXA","OXYRKP","PARC","PARE","PARR","PARY","PCM","PCOE","PDRM","PHOP","PMRAR","PSTA","PSTB","PSTC","PTSL","QACC","QACG","QACH","QACJ","QACL","RBPA","RECG","RECGM","RLMA","ROX","RPOB","RPOCL","RPOCR","RPOS","RPSA","RPSJ","RPSL","RRS","RRSA","RRSC","RRSH","RSMA","RUVB","SILB","SILF","SME","SMET","SMRA","SODA","SODB","SOXR","SSME","TCRY","TCRZ","TERB","TET16S","TETA","TETR","TOLC","TOLCSM","TUFAB","UHPT","VANRO","VANRS","YAJC","YCHH"
"gCSD16_NYC_15","NYC",3.09614625189503e-06,0,0,3.82733946267467e-07,0,0,7.76892786453366e-07,3.29036944850837e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13106449792475e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.71244695921593e-08,0,0,0,0,0,3.07329646405817e-06,0,0,0,0,0,0,0,0,0,0,0,1.91366973133734e-06,0,0,2.46206463942206e-06,0,2.41636506374834e-05,0,0,0,0,1.52522333811065e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34210325327853e-07,0,3.71309052349035e-07,7.14055869901991e-07,9.59691089148276e-07,3.99871287145115e-08,0,0,0,0,0,0,0,0,0,0,7.42618104698071e-08,0,0,0,0,0,0,0,8.74004384760037e-07,0,0,0,0,0
"gCSD16_NYC_16","NYC",3.23893057418529e-06,0,0,0,1.19680774369017e-06,0,0,0,0,0,2.10400534051012e-08,0,0,0,0,0,0,0,0,0,0,0,3.89859813094522e-07,0,0,0,0,0,0,0,0,0,0,2.84659546069016e-08,0,0,0,9.13385847821452e-07,0,0,3.16838451276818e-07,0,0,0,0,0,0,0,0,0,0,0,2.97036048072017e-08,0,0,1.88865420565791e-06,0,0,5.1981308412603e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85907877190545e-07,8.36651535402848e-07,0,0,4.01617489997373e-06,0,1.23765020030007e-07,1.20918424569317e-06,0,7.72293724987244e-07,1.04457676905326e-06,0,3.91097463294822e-07,0,0,1.13863818427607e-07,1.89360480645911e-07,9.92595460640657e-07,0,7.62392523384844e-07,0,0,0,2.09162883850712e-07,0,0,3.4282910548312e-07,0,0,0,3.4654205608402e-08,0,3.71295060090021e-08,0,0,7.0546061417104e-08,7.09173564771941e-07,0,0,1.57305340458139e-06,0,1.42082242994448e-06,0,4.69069425913727e-07,1.7327102804201e-08,1.32428571432108e-07,0,3.16838451276818e-07,3.4654205608402e-07,4.12137516699924e-07,0,2.01736982648912e-07,0,0,0,1.03962616825206e-07,0,7.92096128192045e-08,1.23765020030007e-07,0,0,0,1.11388518027006e-08,1.23765020030007e-08,1.12254873167216e-06,0,0,0,0,1.62379706279369e-06,0,1.38616822433608e-07,2.73520694266316e-07,0,0
"gCSD16_NYC_17","NYC",3.84685545996331e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.72624739290557e-07,0,0,0,0,0,0,0,0,0,3.44783621285734e-07,5.42356258202279e-08,0,0,0,0,0,4.84246659109178e-08,0,0,0,3.97082260469526e-07,3.85460340650905e-07,0,0,0,0,6.97315189117216e-08,0,0,0,0,8.7164398639652e-08,2.43091822872807e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58097339517282e-06,0,0,1.42949613769029e-06,0,1.17575088831708e-06,1.42755915105386e-06,0,0,0,0,0,0,5.21049405201475e-07,0,0,0,0,0,0,0,0,3.68027460922975e-07,0,0,0,0,0,0,0,0,0,7.45739855028133e-07,0,0,9.37501532035368e-07,0,0,0,6.99252175753652e-07,0,2.30501409735969e-07,8.6583302648721e-07,4.62939806108374e-07,3.71901434195848e-07,4.97805565564235e-07,0,3.52531567831481e-07,0,0,3.87397327287342e-07,0,0,0,0,0,0,0,0,0,6.02402843931817e-07,0,0,0,0,2.40380041581796e-06,0,0,4.55191859562627e-07,0,0
"gCSD16_NYC_18","NYC",6.19792952378337e-06,0,0,0,0,0,0,7.12113363421971e-08,0,1.1444679054996e-07,5.34085022566478e-08,0,0,0,3.30624061588772e-08,0,0,0,0,0,1.5259572073328e-08,0,8.57079298118587e-07,0,0,0,0,0,0,1.5259572073328e-08,0,0,0,0,0,4.83219782322052e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55138982745501e-07,0,0,0,0,0,0,3.05191441466559e-08,0,0,0,0,0,0,0,0,0,1.34691156167241e-05,0,0,0,0,1.14955442952404e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37545983544184e-08,1.98374436953263e-07,0,0,0,0,0,0,0,0,0,0,5.08652402444265e-08,0,0,0,0,0,4.93392830370937e-07,0,2.06004222989927e-07,0,3.2553753756433e-07,7.17199887446414e-07,8.77425394216357e-07,0,0,0,0,2.89931869393231e-07,0,0,0,0,0,0,0,0,0,5.84950262810905e-07,0,0,0,0,1.43694303690505e-06,0,0,0,0,0
"gCSD16_NYC_19","NYC",2.84099772177747e-06,0,0,0,0,0,0,0,0,0,0,0,0,2.760483616302e-08,0,0,0,0,0,0,0,0,2.92151182725295e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52096723260399e-08,0,0,0,0,0,0,2.77428603438351e-06,0,0,0,9.20161205433999e-09,1.03288095309966e-06,0,0,0,0,0,0,0,1.31122971774345e-07,0,0,1.2882256876076e-07,0,0,2.09336674236235e-07,0,8.05141054754749e-08,0,1.26522165747175e-07,0,6.80919292021159e-07,0,0,0,0,0,0,0,6.44112843803799e-08,0,7.61433397496634e-07,0,0,0,5.72800350382664e-07,9.20161205433999e-09,1.9323385314114e-07,8.78753951189469e-07,3.8646770628228e-07,0,0,0,2.6224594354869e-07,0,0,0,0,0,0,1.7943143505963e-07,0,0,0,0,0,6.69417276953234e-07,0,0,0,0,1.46075591362647e-06,0,0,3.65764079160015e-07,0,1.840322410868e-08
"gCSD16_NYC_2","NYC",6.58988331281066e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06065740939524e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88282380366019e-08,0,0,0,0,0,0,4.51877712878445e-07,0,0,0,0,0
"gCSD16_NYC_20","NYC",9.12805252033643e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93361391259267e-08,0,0,4.73891478188047e-07,0,0,2.03096347794877e-08,0,0,0,0,0,0,0,9.02650434643899e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17118893895046e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.40818879870792e-06,0,0,0,0,7.22120347715119e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.22120347715119e-07,0,0,1.8752562779727e-06,0,1.60897439975275e-06,0,5.3933363469973e-07,0,2.6628187821995e-07,0,2.97874643432487e-07,4.01679443416535e-07,4.82917982534486e-07,0,2.86591512999438e-07,0,0,0,0,0,0,1.44424069543024e-07,0,0,0,0,0,5.84466156431924e-07,0,0,0,0,2.03998998229521e-06,0,0,0,7.89819130313411e-08,0
"gCSD16_NYC_21","NYC",1.10740617466679e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07419999240619e-06,0,0,0,0,0,0,0,0,0,2.90054001673924e-07,3.80070760814107e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38785838869909e-05,6.00111727601221e-09,0,0,0,7.10132210994779e-07,0,0,0,0,1.98036870108403e-07,0,0,3.02056236225948e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6208603025294e-07,0,0,0,0,0,1.68031283728342e-07,5.44101299691774e-07,2.52046925592513e-07,9.4817652960993e-07,9.62179136587292e-07,0,0,0,0,0,0,0,0,1.40026069773618e-07,0,0,0,3.40063312307359e-08,8.00148970134962e-09,4.18077836895518e-07,0,0,0,0,1.90035380407053e-06,0,0,0,0,0
"gCSD16_NYC_22","NYC",3.20040328308664e-06,0,0,0,1.17859636475509e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58200854329542e-08,0,0,2.37301281494314e-07,0,0,3.00581623226131e-08,0,0,0,0,0,0,0,4.74602562988627e-08,0,0,1.58200854329542e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,9.01744869678392e-08,0,0,0,6.16983331885215e-08,1.3842574753835e-06,0,0,2.53121366927268e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58782477555673e-08,1.74020939762497e-08,0,0,0,0,7.54618075151917e-07,0,0,2.4536952506512e-06,0,0,0,0,7.89422263104417e-07,0,0,0,0,0,0,0,3.87592093107379e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10655297712034e-07,0,0,1.47284995380804e-06,0,1.15012021097577e-06,0,4.65110511728855e-07,1.58200854329542e-08,2.07243119171701e-07,5.82179143932716e-07,3.82846067477493e-07,0,0,0,2.38883290037609e-07,0,0,0,0,0,0,1.20232649290452e-07,0,0,0,0,0,5.90089186649193e-07,0,0,0,0,1.21972858688077e-06,1.05994572400793e-07,0,2.8001551216329e-07,0,0
"gCSD16_NYC_23","NYC",6.5800726632103e-06,0,0,0,0,0,0,0,0,0,0,1.48325109342582e-08,0,0,0,0,0,0,0,0,0,0,6.69317055908402e-07,0,0,0,0,0,0,0,0,0,0,3.52272134688633e-08,0,0,0,0,7.41625546712911e-08,0,0,0,0,2.83671771617688e-07,0,0,0,0,0,0,0,0,0,0,0,8.69555953520888e-07,0,0,1.11243832006937e-08,0,0,0,0,1.96530769878921e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63713839436875e-05,0,0,0,0,6.65608928174838e-07,0,0,0,0,0,1.33492598408324e-07,0,0,0,0,0,0,0,0,0,6.11841076038152e-08,0,0,0,0,0,0,0,0,0,0,5.24700074299385e-07,0,0,5.59927287768248e-07,0,0,0,4.1531030615923e-07,0,1.6315762027684e-07,7.28647099645435e-07,3.93061539757843e-07,6.52630481107362e-07,6.19257331505281e-07,0,0,0,0,0,0,0,2.96650218685164e-08,1.2236821520763e-07,0,0,0,7.41625546712911e-09,0,4.95035052430868e-07,0,2.96650218685164e-08,0,0,1.59449492543276e-06,0,0,0,7.78706824048557e-08,0
"gCSD16_NYC_24","NYC",1.33580951392353e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00242550988324e-08,0,0,3.96240125478441e-06,0,0,5.00303188735406e-08,0,0,1.00060637747081e-08,0,0,0,9.0054573972373e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30078829071205e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29291958219601e-05,0,0,0,0,1.28077616316264e-06,0,0,0,0,1.08065488766848e-06,0,0,5.50333507608946e-07,0,0,0,1.05063669634435e-07,0,0,0,0,2.95178881353889e-07,0,0,0,0,0,0,0,0,0,0,0,0,7.75469942539879e-06,0,0,0,0,0,1.35081860958559e-07,0,0,4.12249827517974e-06,2.57656142198734e-06,0,0,0,0,0,0,0,0,1.45087924733268e-07,0,0,0,0,0,4.25257710425095e-07,0,0,0,0,4.56776811315425e-06,0,0,0,0,0
"gCSD16_NYC_25","NYC",2.54268716405304e-06,0,0,0,0,0,0,0,0,0,3.40443469664006e-08,0,0,0,0,0,0,0,0,0,0,0,2.29799342023204e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04260812584602e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12777168540004e-08,0,0,0,0,0,0,0,0,0,0,4.68109770788008e-08,1.65115082787043e-06,0,0,0,0,8.27703185620614e-07,0,0,0,0,0,1.06388584270002e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23442373036013e-08,0,5.7449835505801e-08,0,5.9790384359741e-07,0,1.34475170517282e-06,0,0,0,1.53199561348803e-07,7.25570144721413e-07,4.44704282248608e-07,0,2.31927113708604e-07,0,2.46821515506404e-07,0,0,0,0,0,3.40443469664006e-08,1.44688474607203e-07,0,0,5.9577607191201e-08,0,0,6.08542702024411e-07,0,0,0,0,1.30432404315022e-06,0,1.55327333034203e-07,0,0,0
"gCSD16_NYC_26","NYC",4.98605316606494e-06,0,0,0,0,0,0,0,0,0,3.85917427714004e-08,0,0,0,0,0,0,0,0,0,0,0,3.35748162111184e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94651369885208e-08,0,0,0,0,0,2.14763048522843e-06,0,0,0,0,0,0,0,0,8.4901834097081e-08,0,0,0,0,0,0,1.15775228314201e-08,6.36763755728107e-08,0,0,0,0,0,0,0,0,5.29864628251328e-06,0,0,0,0,9.72511917839291e-07,0,0,0,0,0,0,0,5.46073160215316e-07,0,0,0,0,0,3.08733942171204e-07,0,0,0,0,0,0,0,0,4.05213299099705e-08,0,0,0,0,0,0,8.3937040527796e-07,0,1.59576856359741e-06,0,5.05551830305346e-07,0,1.87169952441292e-07,0,4.78537610365365e-07,3.49255272081174e-07,2.91367657924073e-07,0,2.79790135092653e-07,0,0,3.58903207774024e-07,0,0,0,1.81381191025582e-07,0,0,0,0,0,7.77623616843719e-07,0,0,0,3.04874767894063e-07,1.85433324016579e-06,0,2.10324998104132e-07,3.85917427714004e-07,0,0
"gCSD16_NYC_3","NYC",1.43869443941233e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78629452552987e-07,0,0,0,0,9.60939304815029e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.80906811385357e-07,0,1.57442032992293e-07,0,0,0,0,0,0,0,0,0,0,0,0,2.49735638539499e-07,0,0,0,2.17161424816956e-08,0,0,0,0,0,0,6.46055238830443e-07,0,0,0,0,0
"gCSD16_NYC_4","NYC",1.98953448768985e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68467304362967e-06,0,0,0,0,7.52667264017605e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05773225183805e-07,0,0,6.92741526436585e-07,0,0,0,4.65023723628711e-07,0,2.20526714298152e-07,0,0,0,0,0,0,0,0,0,0,0,0,1.31836622678243e-07,0,0,0,1.67792065226855e-08,0,3.35584130453709e-07,0,0,0,0,6.99932614946308e-07,0,0,0,0,0
