"","city","A16S","AAC3","ABEM","ABES","ACN","ACRA","ADEF","ADEL","AMPCR","APH3-DPRIME","ARSC","ARSCM","ARSDM","ARSRM","ASR","BASRS","BCRCM","BLAA","BLAI","CADC","CADR","CADX","CAP16S","CDSA","COPA","COPC","COPD","COPK","COPR","COPZ","CORA","CORD","CPXAR","CRP","CTX","CUER","CUTA","CZRA","DFRA","DFRG","DNAK","EBRA","EEFX","EMRASM","EMRBSM","EMRE","EMRRSM","ERMB","FABG","FABI","FABK","FOLP","FOSA","FOSY","FUSE","GYRA","GYRB","HDEA","HNS","KPNE","KPNF","LNUC","LPSB","LPXA","LPXC","LSAC","MARA","MERC","MERD","MERE","MERF","MERP","MERR","MERR1","MERT","MEXB","MEXE","MEXF","MEXK","MEXT","MGRA","MLS23S","MPHB","MTRAD","MUXB","NCRBN","O23S","OLEC","OMPA","OPMH","OSCA","OXA","OXYRKP","PARC","PARE","PARR","PARY","PCM","PCOE","PDRM","PHOP","PMRAR","PSTA","PSTB","PSTC","PTSL","QACC","QACG","QACH","QACJ","QACL","RBPA","RECG","RECGM","RLMA","ROX","RPOB","RPOCL","RPOCR","RPOS","RPSA","RPSJ","RPSL","RRS","RRSA","RRSC","RRSH","RSMA","RUVB","SILB","SILF","SME","SMET","SMRA","SODA","SODB","SOXR","SSME","TCRY","TCRZ","TERB","TET16S","TETA","TETR","TOLC","TOLCSM","TUFAB","UHPT","VANRO","VANRS","YAJC","YCHH"
"gCSD16_NYC_15","NYC",542,0,0,67,0,0,136,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,335,0,0,431,0,4230,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,65,125,168,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,153,0,0,0,0,0
"gCSD16_NYC_16","NYC",2617,0,0,0,967,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,23,0,0,0,738,0,0,256,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1526,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,676,0,0,3245,0,100,977,0,624,844,0,316,0,0,92,153,802,0,616,0,0,0,169,0,0,277,0,0,0,28,0,30,0,0,57,573,0,0,1271,0,1148,0,379,14,107,0,256,280,333,0,163,0,0,0,84,0,64,100,0,0,0,9,10,907,0,0,0,0,1312,0,112,221,0,0
"gCSD16_NYC_17","NYC",1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,178,28,0,0,0,0,0,25,0,0,0,205,199,0,0,0,0,36,0,0,0,0,45,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,0,0,738,0,607,737,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,385,0,0,484,0,0,0,361,0,119,447,239,192,257,0,182,0,0,200,0,0,0,0,0,0,0,0,0,311,0,0,0,0,1241,0,0,235,0,0
"gCSD16_NYC_18","NYC",2437,0,0,0,0,0,0,28,0,45,21,0,0,0,13,0,0,0,0,0,6,0,337,0,0,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,5296,0,0,0,0,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,78,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,194,0,81,0,128,282,345,0,0,0,0,114,0,0,0,0,0,0,0,0,0,230,0,0,0,0,565,0,0,0,0,0
"gCSD16_NYC_19","NYC",1235,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,1206,0,0,0,4,449,0,0,0,0,0,0,0,57,0,0,56,0,0,91,0,35,0,55,0,296,0,0,0,0,0,0,0,28,0,331,0,0,0,249,4,84,382,168,0,0,0,114,0,0,0,0,0,0,78,0,0,0,0,0,291,0,0,0,0,635,0,0,159,0,8
"gCSD16_NYC_2","NYC",105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,72,0,0,0,0,0
"gCSD16_NYC_20","NYC",4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,210,0,0,9,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3726,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,831,0,713,0,239,0,118,0,132,178,214,0,127,0,0,0,0,0,0,64,0,0,0,0,0,259,0,0,0,0,904,0,0,0,35,0
"gCSD16_NYC_21","NYC",5536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,0,145,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6938,3,0,0,0,355,0,0,0,0,99,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,84,272,126,474,481,0,0,0,0,0,0,0,0,70,0,0,0,17,4,209,0,0,0,0,950,0,0,0,0,0
"gCSD16_NYC_22","NYC",2023,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,150,0,0,19,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,39,875,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,0,0,0,477,0,0,1551,0,0,0,0,499,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,931,0,727,0,294,10,131,368,242,0,0,0,151,0,0,0,0,0,0,76,0,0,0,0,0,373,0,0,0,0,771,67,0,177,0,0
"gCSD16_NYC_23","NYC",3549,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,40,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,469,0,0,6,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8830,0,0,0,0,359,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,283,0,0,302,0,0,0,224,0,88,393,212,352,334,0,0,0,0,0,0,0,16,66,0,0,0,4,0,267,0,16,0,0,860,0,0,0,42,0
"gCSD16_NYC_24","NYC",2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,792,0,0,10,0,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14577,0,0,0,0,256,0,0,0,0,216,0,0,110,0,0,0,21,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,0,0,0,27,0,0,824,515,0,0,0,0,0,0,0,0,29,0,0,0,0,0,85,0,0,0,0,913,0,0,0,0,0
"gCSD16_NYC_25","NYC",1195,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,776,0,0,0,0,389,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,27,0,281,0,632,0,0,0,72,341,209,0,109,0,116,0,0,0,0,0,16,68,0,0,28,0,0,286,0,0,0,0,613,0,73,0,0,0
"gCSD16_NYC_26","NYC",2584,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1113,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,6,33,0,0,0,0,0,0,0,0,2746,0,0,0,0,504,0,0,0,0,0,0,0,283,0,0,0,0,0,160,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,435,0,827,0,262,0,97,0,248,181,151,0,145,0,0,186,0,0,0,94,0,0,0,0,0,403,0,0,0,158,961,0,109,200,0,0
"gCSD16_NYC_3","NYC",265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,29,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,4,0,0,0,0,0,0,119,0,0,0,0,0
"gCSD16_NYC_4","NYC",830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,289,0,0,0,194,0,92,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,7,0,140,0,0,0,0,292,0,0,0,0,0
"gCSD16_NYC_5","NYC",1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,121,0,0,0,0,0,0,14,259,44,0,0,0,0,0,32,250,4,0,0,205,0,0,0,0,0,0,0,0,0,54,540,0,0,0,0,0,16,0,0,0,0,8,0,0,12,0,0,0,0,0,23,0,0,524,49,0,3278,0,0,812,0,705,0,0,0,0,0,0,0,345,138,584,0,0,0,0,0,0,0,0,0,0,0,22,0,0,39,0,391,47,0,1101,309,953,0,336,0,145,510,219,152,151,21,140,0,4,0,0,0,0,95,42,0,0,0,0,415,0,0,0,0,1071,0,99,225,0,0
"gCSD16_NYC_6","NYC",669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,91,0,134,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0
"gCSD16_NYC_7","NYC",3895,0,81,0,0,0,60,89,0,0,0,0,0,0,0,0,0,69,0,0,0,0,789,0,0,0,0,0,0,0,120,0,212,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,80,0,172,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7634,0,0,0,0,728,0,167,0,10,0,0,0,0,0,0,0,0,0,0,0,0,76,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,144,1004,365,531,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053,0,0,0,0,587,0,0,0,0,0
"gCSD16_NYC_8","NYC",2238,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,104,0,0,10,0,0,0,18,0,0,0,0,0,0,0,0,2105,0,58,0,0,531,0,0,0,0,0,74,0,213,0,0,96,0,0,0,0,38,0,0,0,0,0,56,0,0,0,0,0,55,0,362,0,699,0,291,0,85,548,207,278,252,0,0,0,0,0,0,0,24,87,0,0,22,0,0,278,0,0,0,0,917,0,0,141,0,0
"gCSD16_NYC_9","NYC",2168,0,0,0,895,33,0,0,0,0,0,0,0,23,0,195,0,0,0,0,0,0,0,27,182,0,72,0,0,0,0,0,81,0,0,0,0,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1840,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,22,0,0,635,641,0,0,3039,0,0,902,0,531,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,73,0,0,0,18,0,0,25,0,517,0,0,1318,0,943,0,344,0,131,380,212,0,205,0,0,0,0,442,0,467,0,128,0,0,0,13,0,260,0,0,0,0,1395,0,0,204,0,0
"gCSD16_SAC_1","SAC",156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,0,0,0
"gCSD16_SAC_10","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,59,0,0
"gCSD16_SAC_11","SAC",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,106,0,0
"gCSD16_SAC_12","SAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,69,0,0
"gCSD16_SAC_13","SAC",162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,43,199,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0
"gCSD16_SAC_14","SAC",242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,95,0,0
"gCSD16_SAC_15","SAC",97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0
"gCSD16_SAC_16","SAC",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,57,0,0
